VARIABLES= "X(mm)", "Y(mm)", "U(m/s)", "V(m/s)", ZONE T="Pixel", SOLUTIONTIME=    119, I=,    111, J=,    132, K=,      1, F=POINT 
  0.000000,  59.625671,   0.219349,   0.010309,
  0.751900,  59.625671,   0.217572,  -0.008994,
  1.503800,  59.625671,   0.224518,  -0.010755,
  2.255700,  59.625671,   0.210336,  -0.001702,
  3.007600,  59.625671,   0.218417,  -0.002329,
  3.759500,  59.625671,   0.214071,  -0.001179,
  4.511399,  59.625671,   0.241376,   0.009333,
  5.263301,  59.625671,   0.232891,  -0.006751,
  6.015201,  59.625671,   0.216464,   0.006391,
  6.767100,  59.625671,   0.227309,  -0.002884,
  7.519000,  59.625671,   0.223546,   0.003219,
  8.270900,  59.625671,   0.223897,  -0.002932,
  9.022799,  59.625671,   0.224561,  -0.006751,
  9.774699,  59.625671,   0.221639,  -0.006939,
 10.526601,  59.625671,   0.217286,   0.008521,
 11.278501,  59.625671,   0.223755,   0.000594,
 12.030400,  59.625671,   0.226569,  -0.002743,
 12.782300,  59.625671,   0.232612,  -0.007293,
 13.534200,  59.625671,   0.232374,  -0.007466,
 14.286099,  59.625671,   0.228722,  -0.005709,
 15.037999,  59.625671,   0.211484,   0.014132,
 15.789901,  59.625671,   0.230515,  -0.003299,
 16.541800,  59.625671,   0.222918,   0.006567,
 17.293700,  59.625671,   0.227623,   0.000542,
 18.045600,  59.625671,   0.244512,  -0.007370,
 18.797500,  59.625671,   0.215239,   0.010367,
 19.549399,  59.625671,   0.227765,  -0.003412,
 20.301299,  59.625671,   0.223575,  -0.011294,
 21.053199,  59.625671,   0.215587,   0.015426,
 21.805099,  59.625671,   0.223455,  -0.001295,
 22.556998,  59.625671,   0.214676,   0.007398,
 23.308902,  59.625671,   0.222590,  -0.003479,
 24.060802,  59.625671,   0.220609,   0.007898,
 24.812701,  59.625671,   0.225472,   0.010834,
 25.564601,  59.625671,   0.225101,  -0.011156,
 26.316501,  59.625671,   0.224563,  -0.013465,
 27.068400,  59.625671,   0.223361,   0.007697,
 27.820300,  59.625671,   0.212901,   0.003569,
 28.572200,  59.625671,   0.231413,   0.001476,
 29.324100,  59.625671,   0.232845,  -0.003959,
 30.075999,  59.625671,   0.223412,   0.002567,
 30.827899,  59.625671,   0.228910,   0.001799,
 31.579799,  59.625671,   0.217797,  -0.003490,
 32.331698,  59.625671,   0.225708,  -0.005904,
 33.083602,  59.625671,   0.219394,  -0.006570,
 33.835502,  59.625671,   0.221198,  -0.001820,
 34.587401,  59.625671,   0.214934,  -0.006920,
 35.339301,  59.625671,   0.225835,   0.000875,
 36.091201,  59.625671,   0.230810,   0.002057,
 36.843101,  59.625671,   0.240322,   0.007539,
 37.595000,  59.625671,   0.233740,   0.004963,
 38.346900,  59.625671,   0.224949,  -0.012973,
 39.098800,  59.625671,   0.231692,  -0.010297,
 39.850699,  59.625671,   0.229530,   0.010813,
 40.602599,  59.625671,   0.224932,   0.001024,
 41.354499,  59.625671,   0.225072,  -0.001810,
 42.106399,  59.625671,   0.222536,   0.000015,
 42.858298,  59.625671,   0.230176,   0.005543,
 43.610202,  59.625671,   0.210986,   0.005669,
 44.362102,  59.625671,   0.228907,  -0.000619,
 45.114001,  59.625671,   0.227588,  -0.016599,
 45.865901,  59.625671,   0.225853,   0.004270,
 46.617801,  59.625671,   0.225125,   0.008863,
 47.369700,  59.625671,   0.224176,  -0.000389,
 48.121600,  59.625671,   0.232491,  -0.010137,
 48.873500,  59.625671,   0.230914,  -0.008297,
 49.625400,  59.625671,   0.227239,   0.006808,
 50.377299,  59.625671,   0.226480,   0.001877,
 51.129199,  59.625671,   0.222118,   0.001707,
 51.881099,  59.625671,   0.227953,   0.009399,
 52.632998,  59.625671,   0.229999,   0.011101,
 53.384898,  59.625671,   0.222060,  -0.007663,
 54.136798,  59.625671,   0.221774,  -0.008836,
 54.888698,  59.625671,   0.226083,  -0.002458,
 55.640597,  59.625671,   0.234073,  -0.000093,
 56.392497,  59.625671,   0.216247,  -0.009714,
 57.144397,  59.625671,   0.230525,  -0.001234,
 57.896296,  59.625671,   0.232924,  -0.003838,
 58.648204,  59.625671,   0.219416,   0.003193,
 59.400104,  59.625671,   0.221858,  -0.011279,
 60.152003,  59.625671,   0.229168,   0.000700,
 60.903903,  59.625671,   0.229271,   0.000815,
 61.655803,  59.625671,   0.232190,   0.004254,
 62.407702,  59.625671,   0.217491,   0.003793,
 63.159602,  59.625671,   0.222404,  -0.003601,
 63.911502,  59.625671,   0.232214,   0.001903,
 64.663402,  59.625671,   0.219992,  -0.008572,
 65.415301,  59.625671,   0.220619,  -0.001306,
 66.167201,  59.625671,   0.214349,   0.001566,
 66.919101,  59.625671,   0.220241,  -0.001579,
 67.671000,  59.625671,   0.225714,   0.003361,
 68.422900,  59.625671,   0.230427,   0.008081,
 69.174800,  59.625671,   0.226618,  -0.009651,
 69.926700,  59.625671,   0.235992,  -0.003965,
 70.678599,  59.625671,   0.234364,  -0.001474,
 71.430499,  59.625671,   0.231073,  -0.002446,
 72.182399,  59.625671,   0.231165,   0.000964,
 72.934299,  59.625671,   0.207125,  -0.000221,
 73.686198,  59.625671,   0.223535,  -0.003221,
 74.438098,  59.625671,   0.246707,   0.001761,
 75.189998,  59.625671,   0.217192,   0.016273,
 75.941897,  59.625671,   0.210361,  -0.003426,
 76.693797,  59.625671,   0.227530,  -0.008683,
 77.445697,  59.625671,   0.237556,   0.004349,
 78.197597,  59.625671,   0.212942,  -0.003828,
 78.949504,  59.625671,   0.201722,   0.001743,
 79.701404,  59.625671,   0.236540,   0.000510,
 80.453303,  59.625671,   0.227483,   0.000161,
 81.205203,  59.625671,   0.222199,  -0.000647,
 81.957103,  59.625671,   0.204468,  -0.010966,
 82.709002,  59.625671,   0.227681,   0.003940,
